,event,date,person,quote,Positive?,Negative?,Team?,Individual?
652,2024 - NBA DRAFT,26-Jun,DALTON KNECHT,"Yeah, I remember that clip. I woke up and rolled out of bed and I thought it was fake because tons of people were texting me. I was just like, there's no way.",1.0,,,1.0
653,2024 - NBA DRAFT,26-Jun,DALTON KNECHT,"Yeah, that's really exciting. At Tennessee, I watched a lot of JJ Redick with Coach Barnes. Just the way he moves and paces himself, and was able to create space. So hearing that, it's going to be really exciting and really special.",1.0,,1.0,
654,2024 - NBA DRAFT,26-Jun,DALTON KNECHT,"I would just say playing with a chip on my shoulder. Every single time I touch a basketball or walk into a gym, I always feel like I've got something to prove.",1.0,,,1.0
655,2024 - NBA DRAFT,26-Jun,DALTON KNECHT,"It doesn't matter where I'm at. It's always going to be there, having that chip on my shoulder, feeling like I've been underrated for my whole life. It's something I'm going to carry with me the rest of my career.",,1.0,,1.0
656,2024 - NBA DRAFT,26-Jun,AJ JOHNSON,"A hundred percent. I feel like there's no feeling like it. Just having all the people that have been a part of your journey since the beginning and seeing you grow. I feel like there's nothing like having them here with me and experiencing this with me and supporting me. There's no feeling like it, honestly.",1.0,,,1.0
657,2024 - NBA DRAFT,26-Jun,AJ JOHNSON,"I feel like Milwaukee was one of my best workouts I had. Even in the interviews at the combine and stuff like that, the interviews went really well. They just seemed like they had my best interests and they really liked me. So yeah, I kind of felt a little bit like Milwaukee would be the team that would want me.",1.0,,1.0,
658,2024 - NBA DRAFT,26-Jun,AJ JOHNSON,"I would say that you just got to sometimes really just pop out and just show people, for real. You've just got to not want to duck or be scared. Believe in yourself more than anything and show people all the hard work that you've been putting in and the vision that you see and just put it out there.",1.0,,,1.0
659,2024 - NBA DRAFT,26-Jun,AJ JOHNSON,"I feel like him coming in the tenth game of the season for us as a team and giving us a lot of freedom and a lot of trust, I feel like it really helped our team as a whole just play better in general with the players we had. He was a big part of our team's success, for sure.",1.0,,,1.0
660,2024 - NBA DRAFT,26-Jun,AJ JOHNSON,There's no feeling like it. It's surreal to me. Trying to soak it in. But it's truly a blessing.,1.0,,,1.0
661,2024 - NBA DRAFT,26-Jun,DaRON HOLMES II,"Yeah, it's all in the process there. The coaches there, the people are just amazing. Dayton does a great job of giving you the right pathway. It's all up to you if you choose to believe in that or not.",1.0,,1.0,
662,2024 - NBA DRAFT,26-Jun,DaRON HOLMES II,"So they did that with me, Toumani Camara, Obi Toppin and all the guys before that. I decided to choose and I believe in it, and I'm here where I am now because of that. Very grateful for them.",1.0,,1.0,
663,2024 - NBA DRAFT,26-Jun,DaRON HOLMES II,"Oh, yeah, that's perfect. Great fit. I saw something that I get free nuggets from Wendy's. That's pretty cool. Other than that, I'm excited to get out there and play. It's a great team and a great organization for a reason. I'm going to get better and keep going.",1.0,,1.0,
664,2024 - NBA DRAFT,26-Jun,DaRON HOLMES II,"Probably an inhaler because I heard that -- what's it called, the altitude? I'm playing. I'll be all right.",1.0,,,1.0
665,2024 - NBA DRAFT,26-Jun,DaRON HOLMES II,"Honestly, I don't know. I'm just going to embrace it all and just be ready for it. I'm excited.",1.0,,,1.0
666,2024 - NBA DRAFT,26-Jun,RON HOLLAND II,"It means a lot coming from that program. Knowing that program just got shut down and I was the last bunch of that. Definitely taught me a lot on and off the court, really a lot of the things about life and being mentally healthy and just learning how the NBA operates.",1.0,,,1.0
667,2024 - NBA DRAFT,26-Jun,RON HOLLAND II,"On the court, this might be surprising to say, but all the losing that we did, I definitely learned a lot more than if we would have won a lot. I think that definitely prepared me a lot for the NBA because you're going to go through a lot of things with the NBA. It's going to be a lot of things that you need to be able to talk about or just have an outlet to and just being able to figure things out quickly just to move on to the next.",1.0,,,1.0
668,2024 - NBA DRAFT,26-Jun,RON HOLLAND II,"I'm looking forward to changing things around. I know they have a stigma on them when it comes to a lot of losing, and I feel like I'm a huge part to be able to start to change that around. I have a willingness to win and I feel like me going into this franchise, being able to help them out with this good group of guys, good group of young guys that they have, I'm definitely super excited to get down there and get to work.",1.0,,1.0,
669,2024 - NBA DRAFT,26-Jun,RON HOLLAND II,"I appreciate all the love and support you've given me throughout the whole season, and I'm finally here and I wouldn't be here without y'all.",1.0,,1.0,
670,2024 - NBA DRAFT,26-Jun,RON HOLLAND II,"Like I said, I really appreciate all the love and support and all the competitive people in the G League. I appreciate y'all. It was a huge honor being able to play, going straight out of high school. I'm definitely blessed and honored to be in the situation I'm in.",1.0,,1.0,
671,2024 - NBA DRAFT,26-Jun,RON HOLLAND II,"What excites me is really the basketball portion of it, for sure. I heard you have a huge fan base when it comes to basketball, so that's definitely something I'm looking forward to getting into. I'm a huge community guy, so I definitely see myself getting into that community as well.",1.0,,1.0,
672,2024 - NBA DRAFT,26-Jun,RON HOLLAND II,"I would say just talk to everybody that has been with me throughout this whole process and really sit down and tell them how thankful I am for that. I've been through so much. Just being able to be here, blessed with this opportunity God has put me in. I'm super thankful for everyone who has been part of my journey.",1.0,,,1.0
673,2024 - NBA DRAFT,26-Jun,RON HOLLAND II,"Once I tell them that, everything will be said and done and I'll be on my way to Detroit, and get settled in and have a good one.",1.0,,1.0,
674,2024 - NBA DRAFT,26-Jun,RON HOLLAND II,"Super proud of Matas. Knowing the role we had to take up on Ignite and meeting him throughout high school and being able to play against him and with him in the Ignite season, first of all, I'm super proud of him just knowing and seeing the man that he is becoming. I'm really super excited to see where his NBA career goes and super excited to compete against him as well.",1.0,,,1.0
675,2024 - NBA DRAFT,26-Jun,RON HOLLAND II,"That's going to go a long way. That's going to be super exciting matchups here in the future soon. Like I said, I'm just super proud of him and I'm super excited for him.",1.0,,,1.0
676,2024 - NBA DRAFT,26-Jun,KYSHAWN GEORGE,Just enjoying the moment with my family and grateful and very happy that my name got called.,1.0,,,1.0
677,2024 - NBA DRAFT,26-Jun,KYSHAWN GEORGE,"I mean, great. I think I can bring a lot to this team with my versatility, my size, my length, my IQ and my shooting ability. I think I will fit in very well.",1.0,,1.0,
678,2024 - NBA DRAFT,26-Jun,KYSHAWN GEORGE,"They are expecting hard work. Obviously, I can provide that. Just overall, like I said before, my versatility, shooting ability, spacing the floor and how smart I am with the ball.",1.0,,,1.0
679,2024 - NBA DRAFT,26-Jun,RYAN DUNN,"Everything that I thought of came to life. Flashbacks from when I was young. Just dreaming of being in this position, walking across that stage in my mind. Hearing my name be called and walk across the stage today, it all came true. It was just God gave me this to be here.",1.0,,,1.0
680,2024 - NBA DRAFT,26-Jun,RYAN DUNN,"It helped me a lot. That program at Lu High was probably the best decision I made, to go for my two years' program. I'm forever grateful to Coach John Buck and Coach Josh Corbin to give me an opportunity to play there.",1.0,,1.0,
681,2024 - NBA DRAFT,26-Jun,RYAN DUNN,Their practices are like college practices. So I was prepared to go into that. Just having the competitive mindset helped me a lot.,1.0,,1.0,
682,2024 - NBA DRAFT,26-Jun,RYAN DUNN,"I think it was Coach Bennett. I wasn't really known as a good defender coming out of high school. Once I got to UVA and had my growth spurt, I think I got some God-given talents. Coach Bennett drilled that mindset in me, and I was able to take off at Virginia.",1.0,,,1.0
683,2024 - NBA DRAFT,26-Jun,RYAN DUNN,"I'm excited. I'm excited. Great program. They want to win a championship and they have got great players to do it. I'm going to try to get down there, go to work and see what I've got to do to get there.",1.0,,1.0,
684,2024 - NBA DRAFT,26-Jun,RYAN DUNN,I am. Born and raised.,1.0,,,1.0
685,2024 - NBA DRAFT,26-Jun,RYAN DUNN,"It's crazy because he lives in Arizona as well. We are both going to be in the same state again living together. It's going to be good. Being from New York representing not only as two athletes but as brothers in different sports, it's amazing and I'm grateful.",1.0,,,1.0
686,2024 - NBA DRAFT,26-Jun,RYAN DUNN,"He's not with a team, but he's going to start throwing for a team soon.",,1.0,,1.0
687,2024 - NBA DRAFT,26-Jun,ROB DILLINGHAM,"I'd say it's just a blessing, for real, to even be here because you work your whole life and you never know if you're going to make it. So when you finally get there, it's just a blessing.",1.0,,,1.0
688,2024 - NBA DRAFT,26-Jun,ROB DILLINGHAM,"Yeah, playing with Anthony Edwards and the whole Timberwolves. They were in the Western Conference Finals. So it's really just a blessing because I get to learn from a lot of players and veterans and players that are real good. Them helping me is just a plus for me.",1.0,,1.0,
689,2024 - NBA DRAFT,26-Jun,ROB DILLINGHAM,"I didn't really get to work out with them, but I used to see Ant at Overtime Elite a lot, for sure.",1.0,,,1.0
690,2024 - NBA DRAFT,26-Jun,ROB DILLINGHAM,"It's a blessing, for real. It shows that they trust me and they obviously are trusting in me to develop. If they trust in me, that's all I needed. I feel that's all I needed from any team. Them showing me is even more of a blessing. I get to play with way better players and learn from them.",1.0,,1.0,
691,2024 - NBA DRAFT,26-Jun,ROB DILLINGHAM,"I'd say it's a blessing to even be here in this situation. I thank the Timberwolves, for sure.",1.0,,1.0,
692,2024 - NBA DRAFT,26-Jun,ROB DILLINGHAM,"I would say the open space on the floor. There's so much open floor, and I feel like I'm quick so I can get past dudes. It's really the fact of me getting past dudes and making decisions. You're playing with a bunch of NBA players, so players can't really help off super a lot because these are NBA players and they knock down shots.",1.0,,,1.0
693,2024 - NBA DRAFT,26-Jun,ROB DILLINGHAM,"I feel like, for me, getting past my defender and making plays for my teammates will be way easier, and then if they don't help, then it's just a bucket.",1.0,,,1.0
694,2024 - NBA DRAFT,26-Jun,ROB DILLINGHAM,"I feel like it would be easier. Once I know the assignment and what my coach wants me to do, it's not really me adjusting. It's just me doing what he says. I feel like anything Coach tells me to do, I can adjust to and I can make it happen. So I feel like it's a good feel, for real.",1.0,,,1.0
695,2024 - NBA DRAFT,26-Jun,ROB DILLINGHAM,It's crazy. It just shows you a lot of things work in ways you never think because we came in and we were roommates and we were really in the same position. We didn't know if we were going to get past our first year. We were just playing basketball.,1.0,,,1.0
696,2024 - NBA DRAFT,26-Jun,ROB DILLINGHAM,"Me seeing Reed, my roommate, he's a great dude. He always pushed me and he always helped me. Me seeing him and we going together, it's just crazy to even see, and I'm thankful.",1.0,,,1.0
697,2024 - NBA DRAFT,26-Jun,PACOME DADIET,"Honestly, the workout went pretty well. I knew they were interested, but until the last minute, I didn't know where I was going. I'm very excited to start working. I can't wait.",1.0,,,1.0
698,2024 - NBA DRAFT,26-Jun,PACOME DADIET,No. I'm planning on playing here.,,1.0,,1.0
699,2024 - NBA DRAFT,26-Jun,PACOME DADIET,"I was in the facility, everything. They showed me around. It was nice.",1.0,,1.0,
700,2024 - NBA DRAFT,26-Jun,PACOME DADIET,"I think it's beautiful. I took a lot of risk. I left France when I was 17. So I did the last two years in Germany. I felt like it was a risk, and I believed in myself. I worked a lot and stayed confident.",1.0,,,1.0
701,2024 - NBA DRAFT,26-Jun,PACOME DADIET,"Yeah, it's kind of crazy. I played with everybody. It's nice seeing your country being one of the most represented in the NBA. I'm proud of myself. I'm proud of everybody. The French people that went to the NBA, it's big. It's coming from a different continent. We have to really work to get there. Yeah, I'm really proud of everybody.",1.0,,,1.0
702,2024 - NBA DRAFT,26-Jun,JARED McCAIN,I'm just excited to embrace the challenge and embrace the process and have fun with it. It's a blessing to even be here.,1.0,,,1.0
703,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,SANDY BRONDELLO,"Yeah, look, I think they were throwing different coverages at her, with the switching and she was trying to go probably a little bit too much one-on-one early. We've just got to move the ball and trust that the ball will come back to her in that regard and exploit it.",,1.0,1.0,
704,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,No specific comment on that specific city other than it's certainly on the list. I think it's a great basketball city. We'll continue to discuss it with ownership groups there that are interested in committing long term to the W.,1.0,,1.0,
705,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,VICTOR WEMBANYAMA,"I don't know. I'm probably going to keep that secret because I want to beat those guys in the season. Yeah, I'm going to keep that secret.",,1.0,,1.0
706,2024 - NBA DRAFT,26-Jun,ISAIAH COLLIER,"I'm looking forward to playing with everybody, to be honest. I've heard a lot of great things about Utah. I'm just looking forward to learning a lot about it and living there.",1.0,,1.0,
707,2024 - ALL-STAR GAME,18-Feb,KARL-ANTHONY TOWNS,"Just my teammates getting me the ball. Especially when you're a big, you never know what's going to happen. For my teammates to trust me and want to give me the ball was just an honor and a blessing.",1.0,,1.0,
708,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,BONES HYLAND,"Of course, yeah. I always set my goals for myself, and I knew I would be here. I'm just checking things off my checkbox. So it's been good for me.",1.0,,,1.0
709,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,SANDY BRONDELLO,"Yeah, look, I think they took us out of what we wanted to run. They were really aggressive. They were blowing up stuff. We couldn't get clear passes. We tried to go downhill and they would stunt and get back, and we just got a little bit stagnant. Then we had obviously -- I thought we were slow. We were up so you're trying to move the ball, but then we are slow in our speed, execution speed, and then it was making it easy for them.",,1.0,1.0,
710,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,18-Oct,NAPHESSA COLLIER,"I think we're excited. I don't even know if I'm thinking about that. I'm thinking that it's a Game 5 of the Finals, that we need to go out and execute. That's really all I'm thinking about.",1.0,,1.0,
711,2024 - NBA ALL-STAR RISING STARS PRACTICE,16-Feb,BONES HYLAND,I don't know. Enjoy my time off.,1.0,,,1.0
713,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,NAPHEESA COLLIER,"Just every game, I try to go out and impact defensively. Especially when they are going on a run like that, they have amazing offensive players, and so trying to be as disruptive as I can.",1.0,,,1.0
714,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,NYARA SABALLY,"I don't know if they are bragging rights. It's for my whole family, basically, specifically Satou. She's been with me every step of the way and has been in my corner through my ups and downs, and I've had a lot of downs in my career. This ring is for her as much as it is for me.",1.0,,,1.0
715,2024 - WNBA DRAFT,15-Apr,CELESTE TAYLOR,"Yeah, obviously very, very big defensive-minded kid, but at the same time, I'm willing to do whatever it is that a team needs me to do. I'm willing to come in there and impact. I'm really big on community. So just getting my hand in the community and continuing to be who I am and continuing to make an impact in every stop that I've had.",1.0,,,1.0
716,2024 - WNBA DRAFT,15-Apr,CATHY ENGELBERT,"So those are the types of things, but we have a variety of other things. You might have seen some that were at the NBA All-Star Game, how we stood up activations there, and Sabrina-Steph in the three-point competition obviously was a highlight of that weekend. Just continuing to have our player marketing agreement players that we're paying in the offseason to market on behalf of the W. We've got Aliyah Boston here today doing a lot of -- she obviously did an amazing job, I thought, on broadcast during the NCAA Tournament, as well.",1.0,,1.0,
717,2024 - WNBA DRAFT,15-Apr,MARQUESHA DAVIS,"I would say that makes it a little bit easier. Just coming in and having a certain role and knowing what's expected of you and knowing that you don't have to be the superhero or anything like that. So I would say that that would definitely make it a lot better or -- well, yeah, coming in, learning from those vets.",1.0,,,1.0
719,2024 - NBA DRAFT,26-Jun,DaRON HOLMES II,"It was pretty cool. Great to see those players and a lot of great talent in there. I'm just happy to be where I'm at. Perfect fit. I'm very excited. I was excited the whole time. A little nervous. Great to see all my boys there watching me, but it's just great to be here.",1.0,,,1.0
720,2024 - NBA DRAFT,26-Jun,ALEX SARR,"Yeah, it helped a lot. My dad, he always loved basketball and he looked at basketball -- he never was happy after one of my games. He always had something to say for me to improve on it. I think that's what made me and my brother good players. I can't thank them enough for this.",1.0,,,1.0
721,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,SANDY BRONDELLO,Okay. Kelly is coming.,1.0,,,1.0
722,2024 - ALL-STAR GAME,18-Feb,SHAI GILGEOUS-ALEXANDER,"It was fun. I've said so many times you dream about it as a kid. When you get here, you think you're ready for it, but you're not.",1.0,,,1.0
723,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,TYRESE HALIBURTON,"I'm trying to think. What comes to mind? Have you ever seen that commercial where the dude goes to the ref and says like, Coach, I touched this, their ball, and then the ref switches the call? Terrible. I don't know what brand that was, but that was awful.",,1.0,,1.0
724,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,SANDY BRONDELLO,No practice.,,1.0,,1.0
725,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,18-Oct,BREANNA STEWART,"In the playoffs, in a series, there's going to be momentum shifts. There were momentum shifts in the game tonight. But mentally, understanding what's our ultimate goal, how are things going right here. Like Sandy said in the locker room, we haven't won anything yet we haven't lost anything yet. And we have the opportunity to do that Sunday.",1.0,,1.0,
726,2024 - NBA ALL-STAR MEDIA DAY,17-Feb,KEVIN DURANT,"Just being around the greats. Even if it's a couple minutes, you can soak up some type of knowledge from these guys. You just get so much energy seeing other greats, other Hall of Famers, all the other champions in the building with you. So to be in that atmosphere with them is probably the best part.",1.0,,1.0,
727,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,13-Oct,BREANNA STEWART,"Absolutely. I think that the first thing was higher pick-up points, knowing that if Leo was going to be up, really trying to limit Courtney Williams, then I need to be there, too. So when Phee is dribbling up it's without any pressure.",1.0,,,1.0
728,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,10-Oct,CHERYL REEVE,"I'm just happy she made a clutch free throw, if you go and look --",1.0,,,1.0
729,2024 - WNBA FINALS: MINNESOTA VS. NEW YORK,20-Oct,BREANNA STEWART,Can I say something? Thank you.,1.0,,,1.0
730,2024 - WNBA DRAFT,15-Apr,ALISSA PILI,"Yeah, I think they'll just get somebody who's a competitor and somebody who has a unique style of play and is just fun to watch.",1.0,,,1.0
731,2024 - ALL-STAR GAME,18-Feb,LeBRON JAMES,"I've been asked about Victor before, and I just think he's going to continue to get better and better and better and better the more games he plays. He has one of the greatest coaches in basketball history in Coach Pop, and he's going to learn it the right way by just being around Pop. Pop is one of my favorite guys.",1.0,,,1.0
732,2024 - NBA DRAFT,26-Jun,PACOME DADIET,"First, I would definitely say my brother, six years older. He was already playing basketball. But my first favorite player was probably KD.",1.0,,,1.0
733,2024 - NBA DRAFT,26-Jun,PACOME DADIET,"I think I'm really versatile, but I can also bring what a rookie needs to bring in a team. Bring some energy. Being able to grab a rebound, push the ball but also knock down shots. I think it's very important for a rookie to bring these things.",1.0,,,1.0
734,2024 - NBA DRAFT,26-Jun,PACOME DADIET,"I don't know anybody personally on the team. But I talked with the coach, yeah.",,1.0,,1.0
735,2024 - NBA DRAFT,26-Jun,PACOME DADIET,"And yeah, it was nice to see him. I'm used to seeing him on TV. It was a little different, but I enjoyed it.",1.0,,,1.0
736,2024 - NBA DRAFT,26-Jun,TRISTAN DA SILVA,"I'm going to continue it do that, and I feel like that's going to help everybody else on the floor as well.",1.0,,1.0,
737,2024 - NBA DRAFT,26-Jun,TRISTAN DA SILVA,"Right, to the efficiency point. I feel like that's huge for me, just because I like to play the right way. I feel like me playing the right way is me getting good shots, whether that's open shots or good layups at the rim. I feel like I'm just reading the game and adjusting to whatever the defense does. When I get a good look, it's more prone to go in than not.",1.0,,,1.0
738,2024 - NBA DRAFT,26-Jun,TRISTAN DA SILVA,"And then to your other point, hopefully we'll make it three. That would be really historic. Yeah, Colorado is not looked at as a draft pick-producing university like these other programs are. But if you look at the history, there's a lot of really, really solid players that have stuck around a long time in the league. It's just a testament to what Coach Boyle and his coaching staff have done at Colorado.",1.0,,1.0,
739,2024 - NBA DRAFT,26-Jun,TRISTAN DA SILVA,I'm excited to get to know them even more. We've got mutual friends. I've met them for the first time this past summer when my brother was playing on the national team and I went up there to Berlin to watch one of the games.,1.0,,,1.0
740,2024 - NBA DRAFT,26-Jun,TRISTAN DA SILVA,"But great people. They know my brother more than they know me, but they have already reached out to me through mutual friends. They make it very comforting to come to Orlando.",1.0,,1.0,
741,2024 - NBA DRAFT,26-Jun,ISAIAH COLLIER,"It's a blessing being here in the NBA Draft. One of many guys, and I'm just blessed to be in this space.",1.0,,1.0,
742,2024 - NBA DRAFT,26-Jun,ISAIAH COLLIER,I've never been to Utah. I don't think so.,,1.0,,1.0
743,2024 - NBA DRAFT,26-Jun,DONOVAN CLINGAN,"Yeah, I mean, I'm really proud of Steph, happy for Steph. As a freshman, for him to come in and do what he did, help lead that team to another national title, is something very hard to do as a freshman. I love that kid to death. I'm extremely happy for him, and I'll be his biggest fan this year.",1.0,,,1.0
744,2024 - NBA DRAFT,26-Jun,DONOVAN CLINGAN,I just want to have an impact and try to help this organization win and get to the top and try to win championships.,1.0,,1.0,
745,2024 - NBA DRAFT,26-Jun,DONOVAN CLINGAN,"I'm really excited. I feel the connection with some of these young guys I've watched since I was in high school. Scoot Henderson, in particular. I feel like we have a chance to do something really special.",1.0,,,1.0
746,2024 - NBA DRAFT,26-Jun,DONOVAN CLINGAN,"I'm young. Having a young team, just growing up around the same age, everyone learning and getting better every day, I'm really excited. I feel like I'm at a loss for words right now. I don't even know what else to say. I'm just excited and extremely blessed for this opportunity, and I'm really ready to get to Portland and get to work.",1.0,,1.0,
747,2024 - NBA DRAFT,26-Jun,DONOVAN CLINGAN,"Being able to space the floor, knock down the three ball, playmake at a high level. I feel like I can handle the ball at the top of the key, pass the ball at a high level and I can shoot the ball at a high level.",1.0,,,1.0
748,2024 - NBA DRAFT,26-Jun,DONOVAN CLINGAN,One thing about me is I want to be a great teammate. I want to be the best teammate. I want to be the best player that Coach wants to coach every day. Coach is happy about coaching him because he gives his all. I want to be that guy. I'm just ready to get to work.,1.0,,,1.0
749,2024 - NBA DRAFT,26-Jun,DONOVAN CLINGAN,"That was a really special moment. Like I said, I'm extremely blessed and grateful for everyone that has helped me to get to this point. I'm ready to get to work and ready to learn and ready to try to impact winning.",1.0,,1.0,
750,2024 - NBA DRAFT,26-Jun,DONOVAN CLINGAN,"Yes, I just did.",1.0,,,1.0
751,2024 - NBA DRAFT,26-Jun,DONOVAN CLINGAN,"It was great. I like Coach a lot. When I went out there for my visit, he was a good dude, great dude. The whole staff, the whole organization, you can really tell people that want to learn and want to win and learn and get better. That's something -- that's what I'm about, and I'm really ready to go get going.",1.0,,,1.0
752,2024 - NBA DRAFT,26-Jun,DONOVAN CLINGAN,Too young.,,1.0,,1.0
753,2024 - NBA DRAFT,26-Jun,DONOVAN CLINGAN,"Yeah, it just shows that we were the best program in college basketball and they still are right now. Coach Hurley is the best coach in college basketball, and he's producing players at a high level every single year.",1.0,,,1.0
754,2024 - NBA DRAFT,26-Jun,DONOVAN CLINGAN,"I'm not sure the exact number of draft picks he's had these past five years, but Coach Hurley has been the top of the top in college for a couple years now. I love that man to death.",1.0,,,1.0
755,2024 - NBA DRAFT,26-Jun,DONOVAN CLINGAN,No. Just spend some time with some family. Soak everything in. Realize my life is going to change forever.,1.0,,,1.0
756,2024 - NBA DRAFT,26-Jun,STEPHON CASTLE,"I just can't wait to get out there and show my versatility, especially with the kind of talent that we already have on that team. It being the youngest team in the league right now, I feel like our future is pretty bright. I just can't wait to get out there.",1.0,,,1.0
757,2024 - NBA DRAFT,26-Jun,STEPHON CASTLE,"Yeah, definitely. Just being able to show my playmaking ability with such a great teammate like that. And just learning how to play off the ball at UConn, so being able to show that as well, especially with having a great teammate like Victor. Being able to set ball screens for him and cut in space when teams are trying to load up on him. Just trying to use all aspects of my game to just impact winning.",1.0,,,1.0
758,2024 - NBA DRAFT,26-Jun,STEPHON CASTLE,"It's really hard to prepare for that moment. I mean, it's just a lot of emotions running through your head, especially when you hear your name being called.",1.0,,,1.0
759,2024 - NBA DRAFT,26-Jun,STEPHON CASTLE,"But on the basketball side of things, just always keep your head down, always working. Just staying humble and just having all that self-confidence in myself that everything is going to work out.",1.0,,,1.0
760,2024 - NBA DRAFT,26-Jun,STEPHON CASTLE,I was just playing for the best coach in college basketball and now flipping to the NBA and going to play for a legendary coach like Coach Pop. It's a blessing.,1.0,,,1.0
761,2024 - NBA DRAFT,26-Jun,STEPHON CASTLE,"On the culture side of things, it's not really a big culture change from UConn to San Antonio. Just being out there in the pre-draft process, you can tell it's a hardworking program and super hard-nosed. I just can't wait to go out there and just show what I got.",1.0,,,1.0
762,2024 - NBA DRAFT,26-Jun,STEPHON CASTLE,"Everything is just happening like really, really fast. Just being in the natty, soaking in that moment with my teammates, that's a super big accomplishment. And flip over to a couple months later and you another one of your teammates are top-10 picks. It really means the world to me and I wouldn't trade this for anything.",1.0,,1.0,
763,2024 - NBA DRAFT,26-Jun,STEPHON CASTLE,"I just talked to him on the phone not too long ago. We were just talking about coming down to San Antonio and just can't wait to get to work, and just excited for our future and excited for this upcoming season.",1.0,,,1.0
764,2024 - NBA DRAFT,26-Jun,STEPHON CASTLE,"It means a lot. Me and D.C. have been through so much together. I was friends with him before I got to UConn, before I committed to UConn. I've known him forever now. I mean, I know how much he's been through.",1.0,,,1.0
765,2024 - NBA DRAFT,26-Jun,STEPHON CASTLE,"For that to happen, it's such a great reflection on our program and just it's a reflection on all the hard work that we've put in. It's really a blessing.",1.0,,1.0,
766,2024 - NBA DRAFT,26-Jun,STEPHON CASTLE,"Nah, he didn't tell me that as soon as I got drafted. That's probably a conversations we'll have a little later.",,1.0,,1.0
767,2024 - NBA DRAFT,26-Jun,STEPHON CASTLE,It's all good.,1.0,,,1.0
768,2024 - NBA DRAFT,26-Jun,STEPHON CASTLE,That's a castle for my last name. This is a castle.,1.0,,,1.0
769,2024 - NBA DRAFT,26-Jun,STEPHON CASTLE,And that's my initials right on the bottom.,1.0,,,1.0
770,2024 - NBA DRAFT,26-Jun,STEPHON CASTLE,The last thing I'll do in probably just celebrate with my family. I was born here in New York. So I have a lot of family here at the draft. Just doing whatever I can to show how much appreciation I have toward them for all their support right before I go out to San Antonio and start my next journey.,1.0,,,1.0
771,2024 - NBA DRAFT,26-Jun,STEPHON CASTLE,"Well, I mean, what I picked for the draft, it wasn't intentional. But I guess it all really worked out. I guess I kind of manifested it to happen for me.",1.0,,,1.0
772,2024 - NBA DRAFT,26-Jun,STEPHON CASTLE,But I wasn't really expecting anybody in particular to pick me. I didn't have any expectations. I was really open-minded to everything. I'm happy that it went the way that it did. I'm super blessed for the Spurs organization taking a chance on me and I just can't wait to get out there.,1.0,,,1.0
773,2024 - NBA DRAFT,26-Jun,DEVIN CARTER,"Oh, man, just want to thank God first, first and foremost, just for putting me in this position. I was ready to get ready to work. Coming in day one, do all the dirty work we need to do to win. I think I'm a winning player. I'm a win-now type of player, being one of the older guys in the draft. Just having that experience from college, and like I said, just doing all the dirty work, rebounding, diving on the floor for loose balls and just anything we need to do to win.",1.0,,,1.0
774,2024 - NBA DRAFT,26-Jun,DEVIN CARTER,"I would love to play alongside Malik Monk, De'Aaron Fox, I think we have a great big in Sabonis, probably one of best passers in the NBA from a big standpoint.",1.0,,1.0,
775,2024 - NBA DRAFT,26-Jun,DEVIN CARTER,"I'm just ready to be a two-way, versatile player. Get stops on one end, and I can also create some offense not only for myself but my teammates on the other end.",1.0,,,1.0
776,2024 - NBA DRAFT,26-Jun,DEVIN CARTER,"Yeah, I did work out for the Kings. Honestly, one of my better workouts, I believe. I think we had a very fantastic meeting with everybody who made the decision to draft me. Just very thankful for that.",1.0,,1.0,
777,2024 - NBA DRAFT,26-Jun,DEVIN CARTER,"Me and Coach Brown talked, how we see myself fitting in on the team, and just coachplayer talk. I think I got a good feel for Coach and he got a good feel for me. Just ready to start in journey.",1.0,,,1.0
778,2024 - NBA DRAFT,26-Jun,DEVIN CARTER,"It means everything. Just seeing his face whenever I got drafted, how happy he was, he didn't get a chance to get drafted. So just seeing his face and how excited he was for everything that we've been through, working out, countless hours throughout the night, morning. It's just a very special moment. Came up with handshake today and almost messed it up, but it's all right. We got it done.",1.0,,,1.0
779,2024 - NBA DRAFT,26-Jun,DEVIN CARTER,"Yeah, just me being confident, like I said, I know the type of player I am. I know what I bring to the court. I know I just wanted to give Kim the same promise he gave me when he first came to Providence, that he'll make me one of the better players in the conference. Just want to give him the same promise I got a seat for you at the green room table.",1.0,,,1.0
